2021-09-23T00:58:39.654Z,B105,C07-13158,31199,N16,1.48211,,0.74,30.18
2021-09-23T00:58:39.654Z,B105,C07+13158,31198,N4,1.4069,,0.71,27.9
2021-09-23T00:58:39.654Z,A10,C07-00367,3998,Hackney,3.48326,2.31,0.83,34.87
2021-09-23T00:58:39.654Z,A10,C07-00367,3998,Hackney,3.48326,1.17,0.83,30.14
2021-09-23T00:58:39.654Z,A105,C07-00563,6485,A104 at Highbury,3.05601,,0.72,29.59
2021-09-23T00:58:39.654Z,A10,C07+00367,3999,Tottenham,3.10011,,0.83,32.9
2021-09-23T00:58:39.654Z,A105,C07+00563,6486,A503 at Finsbury Park,2.93558,,0.82,29.77
